id,sentence,security,reliability,NFR_boolean
comments.json_751,Regex pattern to match the header format of a  CDC health stats csv . Checks that header contains at least sex  age  L  M  and S fields,0,0,0
comments.json_752,Regex pattern to match each row of data in a  CDC health stats csv . Checks that header contains at least sex  age  L  M  and S fields,0,0,0
comments.json_753,Constructor for  Upload Reference Tables Action . Reads in  DAO Factory and initializes CDCStatsDAO fields with the factory.,0,0,0
comments.json_754,Parses a  CSV file and stores the statistics for average patient weights 		   false if csv file is of the incorrect format and cannot be stored,0,0,0
comments.json_755,Parses a  CSV file and stores the statistics for average patient heights /lengths 		   false if csv file is of the incorrect format and cannot be stored,0,0,0
comments.json_756,Parses a  CSV file and stores the statistics for average patient head circumferences 		   false if csv file is of the incorrect format and cannot be stored,0,0,0
comments.json_757,Parses a  CSV file and stores the statistics for average patient  BM Is 		   false if csv file is of the incorrect format and cannot be stored,0,0,0
comments.json_758,Parses a csv file and sends it to the  CDC Stats DAO that is passed in to store the data . First verifies whether the csv file is formatted correctly. If the file is of the correct format then the file is parsed and passed into the specified CDCStatsDAO for storing. store in the database 		   false if csv file is of the incorrect format and cannot be stored,0,1,1
comments.json_759,If the csv file cannot be verified   close the  Input Stream and return false,0,1,1
comments.json_760,Create scanner to read each line of data in the csv,0,0,0
comments.json_761,Scanner to parse through each row of data,0,0,0
comments.json_762,String for saving a row of data,0,0,0
comments.json_763,Scan and throw away the header line .,0,0,0
comments.json_764,CDC Stats Bean for storing health metric statistics taken from the csv file,0,0,0
comments.json_765,Create new  CDC Stats Bean for storing a new row of data,0,0,0
comments.json_766,Read a row of data,0,0,0
comments.json_767,Read the next row if row is a header,0,0,0
comments.json_768,Create scanner to parse each row by using commas as the delimiter,0,0,0
comments.json_769,Get the sex field,0,0,0
comments.json_770,Get the age field,0,0,0
comments.json_771,Get the  L field,0,0,0
comments.json_772,Get the  M field,0,0,0
comments.json_773,Get the  S field,0,0,0
comments.json_774,Insert  CDC Stats Bean into the database,0,0,0
comments.json_775,If there is a  DB Exception close the  Input Stream and,0,0,0
comments.json_776,return false since not all the data has been added correctly,0,0,0
comments.json_777,Still return false if  I / O error occurs,0,0,0
comments.json_778,Verifies that a health stats csv file is of the correct format . Checks that the header is formatted correctly  and then checks that each data row contains only integers  doubles  and commas,0,1,1
comments.json_779,Create scanner to read each line of data in the csv,0,0,0
comments.json_780,String for holding a line of data from the  CSV file,0,0,0
comments.json_781,Read the header line,0,0,0
comments.json_782,If the csv file does not contain a line   the csv file is incorrect,0,0,0
comments.json_783,If the header line is incorrectly formatted then the csv file is incorrect,0,0,0
comments.json_784,Verify that each consecutive line follows correct formatting,0,1,1
comments.json_785,If none of the lines match a data line format nor a header line,0,0,0
comments.json_786,format then the csv file is incorrect,0,0,0
comments.json_787,The csv file passes the verification process it is deemed correct,0,1,1
comments.json_788,Verify Claim Action handles the interaction between a user and the DAOs.,0,0,0
comments.json_789,The  DAO to access the billing table,0,0,0
comments.json_790,The  DAO to access the office visits  DAO,0,0,0
comments.json_791,The bill that we are verifying,0,1,1
comments.json_792,The office visit associated with the bill,0,0,0
comments.json_793,Verify Claim Action simply initializes the instance variables .,0,0,0
comments.json_794,get Bill returns the bill we are handling .,0,0,0
comments.json_795,get OV returns the office visit we are handling .,0,0,0
comments.json_796,deny Claim handles the user choosing to deny the claim .,0,0,0
comments.json_797,approve Claim handles the user choosing to approve the claim .,0,0,0
comments.json_798,View Appt Requests Action,0,0,0
comments.json_799,View Appt Requests Action,0,0,0
comments.json_800,get Appt Requests,0,0,0
comments.json_801,get Num Requests Returns the number of times in the appointment request list,0,0,0
comments.json_802,accept Appt Request,0,0,0
comments.json_803,TODO,0,0,0
comments.json_804,reject Appt Request,0,0,0
comments.json_805,TODO,0,0,0
comments.json_806,construct Message,0,0,0
comments.json_807,View Claims Action handles interaction between user input and the billing  DAO .,0,0,0
comments.json_808,billing Access provides access to the  Billing table,0,0,0
comments.json_809,patient Retriever provides access to the patients table,0,0,0
comments.json_810,View Claims Action simply initializes the  DA Os .,0,0,0
comments.json_811,get Claims returns a list of all the insurance claims .,0,0,0
comments.json_812,get Submitter returns the person who submitted the claim .,0,0,0
comments.json_813,get Date returns the date the bill was submitted .,0,0,0
comments.json_814,Used for the  View  Diagnosis  Statistics page . Can return a list of all  Diagnoses and get diagnosis statistics for a specified Zip code  Diagnosis code  and date range.,0,0,0
comments.json_815,Database access methods for  ICD codes (diagnoses ),0,0,0
comments.json_816,Database access methods for diagnosis information,0,0,0
comments.json_817,ICD  Code for malaria,0,0,0
comments.json_818,ICD  Code for  Influenza,0,0,0
comments.json_819,Constructor for the action . Initializes  DAO fields,0,0,0
comments.json_820,Gets all the diagnosis codes in i Trust and returns them in a list of beans .,0,0,0
comments.json_821,Gets the counts of local and regional diagnoses for the specified input,0,0,0
comments.json_822,Gets the local and regional counts for the specified week and calculates the prior average .,0,0,0
comments.json_823,Determines if an  Influenza  Epidemic is happening,0,0,0
comments.json_824,Calculates the threshold of an influenza epidemic,0,0,0
comments.json_825,Determines whether a  Malaria epidemic is happening,0,0,0
comments.json_826,Find earliest  Malaria  Case . Set calendar 's year to that year,0,0,0
comments.json_827,View Exercise Entry Action .java Version 1 4/5/2015 Copyright notice: none,0,0,0
comments.json_828,Uses the factory to construct  Exercise Entry DAO and  Patient DAO            DAO factory to use            who is currently logged in,0,0,0
comments.json_829,Takes in which patient you want to view the exercise diary for   and then returns all of the exercise dairy entries for that patient. It first checks to ensure that the person requesting the exercise diary is either a patient  or is an HCP with a specialty of fitness expert.            the id of the patient whose exercise diary we want,1,0,1
comments.json_830,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A trainer designated for the provided PID is viewing the diary.,1,0,1
comments.json_831,Gets the total hours and calories burned   sorted by day .            the patient we are looking at         entry in his exercise diary,0,0,0
comments.json_832,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A trainer designated for the provided PID is viewing the diary.,1,0,1
comments.json_833,Returns a list of exercise diary entries between two dates .            the first date            the second date,0,0,0
comments.json_834,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A trainer designated for the provided PID is viewing the diary.,1,0,1
comments.json_835,Month can have 1 or 2 digits   same with day   and year must have 4.,0,0,0
comments.json_836,If it fails to match either of them   throw the form validation exception,0,1,1
comments.json_837,Gets the total hours and calories burned between a given date range   sorted by day .            the first date            the second date            the patient we are looking at         for the patient,0,0,0
comments.json_838,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A trainer designated for the provided PID is viewing the diary.,1,0,1
comments.json_839,Month can have 1 or 2 digits   same with day   and year must have 4.,0,0,0
comments.json_840,If it fails to match either of them   throw the form validation exception,0,1,1
comments.json_841,Handles retrieving beans for view Prescription Records .jsp,0,0,0
comments.json_842,Set up defaults,0,0,0
comments.json_843,Gets a  Patient Bean from an  MID,0,0,0
comments.json_844,Gets the logged in person 's representees,0,0,0
comments.json_845,Returns the prescribing  HCP for a prescription,0,0,0
comments.json_846,Returns all the prescriptions for a given patient,0,0,0
comments.json_847,We need to decide how we want to do this . We can include a check here in getting a food diary to ensure that the person viewing it is either a patient or an HCP with the specialty of 'nutritionist' before letting them get the food diary  or we could break this up into separate classes and separate jsp pages. ViewFoodEntryAction.java Version 1 2/21/2015 Copyright notice: none,1,0,1
comments.json_848,Uses the factory to construct foodentrydao and patientdao            DAO factory to use            who is currently logged in,0,0,0
comments.json_849,Takes in which patient you want to view the food diary for   and then returns all of the food dairy entries for that patient. It first checks to ensure that the person requesting the food diary is either a patient  or is an HCP with a specialty of nutritionist.            the id of the patient whose food diary we want,1,0,1
comments.json_850,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A nutritionist designated for the provided PID is viewing the diary. the Nutritionist must be the designated nutritionist,1,0,1
comments.json_851,Gets the totals of carbs   protein   sugar   calories   sodium   fat   and fiber a user has eaten sorted by day.            the patient we are looking at         entry in his food diary,0,0,0
comments.json_852,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A nutritionist designated for the provided PID is viewing the diary.,1,0,1
comments.json_853,Returns a list of food diary entries between two dates .            the first date            the second date,0,0,0
comments.json_854,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A nutritionist designated for the provided PID is viewing the diary.,1,0,1
comments.json_855,Month can have 1 or 2 digits   same with day   and year must have 4.,0,0,0
comments.json_856,If it fails to match either of them   throw the form validation exception,0,1,1
comments.json_857,Gets the totals of carbs   protein   sugar   calories   sodium   fat   and fiber a user has eaten in a given date range  sorted by day.            the first date            the second date            the patient we are looking at         for the patient,0,0,0
comments.json_858,This nightmare if -statement just checks for two things . Either : 1) The patient is viewing their own diary. 2) A nutritionist designated for the provided PID is viewing the diary.,1,0,1
comments.json_859,Month can have 1 or 2 digits   same with day   and year must have 4.,0,0,0
comments.json_860,If it fails to match either of them   throw the form validation exception,0,1,1
comments.json_861,View Health Records History Action is an action class used for viewing a patient 's health records . Allows a patient or hcp to view a patient's health records dependent on the age. Contains methods that will sort health records by age during the office visit  calculating z scores for health metrics  and calculating percentiles for those z scores.,0,0,0
comments.json_862,The number of months in a year,0,0,0
comments.json_863,The integer for representing a  Male patient,0,0,0
comments.json_864,The integer for representing a  Female patient,0,0,0
comments.json_865,Pounds in a kilogram,0,0,0
comments.json_866,Inches in a centimeter,0,0,0
comments.json_867,The max z score value in the normal distribution table,0,0,0
comments.json_868,The min z score value in the normal distribution table,0,0,0
comments.json_869,Constructor for  View Health Records History Action . Initializes all  DAO field objects with the  DAO Factory that is passed in. Also sets the pid of the patient whose records are to be viewed and saves the logged in user's mid for logging.,0,0,0
comments.json_870,Initializes the  DAO fields by getting them from the  DAO Factory passed in from the constructor,0,0,0
comments.json_871,Gets the patient 's  MID as a long,0,0,0
comments.json_872,Get the patient 's name as a  String,0,0,0
comments.json_873,Gets all of a patient 's health records . Returns an ordered list starting from when the patient is youngest to oldest at the time the health record was taken.,0,0,0
comments.json_874,Log for a patient,0,0,0
comments.json_875,Log for an  HCP,0,0,0
comments.json_876,Get the patient 's date of birth,0,0,0
comments.json_877,Age 3 date,0,0,0
comments.json_878,Age 12 date,0,0,0
comments.json_879,Calculates the percentile based on a z score . Turns the z score into a string that has significant figures to two decimal places. Uses the z score value up to the first decimal digit to get a normal bean from the database. After getting the normal bean  the percentile is obtained from the bean based on the last digit (value from the second decimal place). -1 is returned if there is an error finding the z score in the database.,0,0,0
comments.json_880,Convert the z score into a string rounded to two decimal places,0,0,0
comments.json_881,Get the normal bean for the z score based on the z score value up to the first decimal digit,0,0,0
comments.json_882,If the z score cannot be found in the database   return -1,0,0,0
comments.json_883,Double value for holding the percentile,0,0,0
comments.json_884,Get the percentile based on the last decimal digit value,0,0,0
comments.json_885,If the value is not 1-9 then it is 0,0,0,0
comments.json_886,Multiply the percentile value by 100 to actually get a percent value,0,0,0
comments.json_887,Format the percent to two decimal places,0,0,0
comments.json_888,Return the percentile,0,0,0
comments.json_889,Calculates the z score for a patient 's weight depending on his or her age and sex . References values from the cdc weight statistics table. Takes the L (Box-Cox transformation)  M (median)  and S (generalized coefficient of variation) and calculates the z-score using the following equation: Z = ((X / M) ^ L - 1) / (L  S)  if L != 0 and Z = ln(X / M) / S  if L == 0 where X is the patient's weight in kilograms. After the z score is calculated  it is rounded to two decimal places before it is returned. -999 is also returned if there is no matching CDC stats entry in the database.,0,0,0
comments.json_890,Get the  CDC Stats Bean for a patient 's weight at his or her age,0,0,0
comments.json_891,If there is no matching entry in the  CDC  Stats table then return -999,0,0,0
comments.json_892,Get the weight in kilograms,0,0,0
comments.json_893,Get the z score for the patient 's weight,0,0,0
comments.json_894,Calculates the z score for a patient 's height depending on his or her age and sex . References values from the cdc height statistics table. Takes the L (Box-Cox transformation)  M (median)  and S (generalized coefficient of variation) and calculates the z-score using the following equation: Z = ((X / M) ^ L - 1) / (L  S)  if L != 0 and Z = ln(X / M) / S  if L == 0 where X is the patient's height in centimeters. After the z score is calculated  it is rounded to two decimal places before it is returned. -999 is also returned if there is no matching CDC stats entry in the database.,0,0,0
comments.json_895,Get the  CDC Stats Bean for a patient 's height at his or her age,0,0,0
comments.json_896,If there is no matching entry in the  CDC  Stats table then return -999,0,0,0
comments.json_897,Get the height in centimeters,0,0,0
comments.json_898,Get the z score for the patient 's height,0,0,0
comments.json_899,Calculates the z score for a patient 's head circumference depending on his or her age and sex . References values from the cdc head circumference statistics table. Takes the L (Box-Cox transformation)  M (median)  and S (generalized coefficient of variation) and calculates the z-score using the following equation: Z = ((X / M) ^ L - 1) / (L  S)  if L != 0 and Z = ln(X / M) / S  if L == 0 where X is the patient's head circumference in centimeters. After the z score is calculated  it is rounded to two decimal places before it is returned. -999 is also returned if there is no matching CDC stats entry in the database.,0,0,0
comments.json_900,Get the  CDC Stats Bean for a patient 's head circumference at his or her age,0,0,0
comments.json_901,If there is no matching entry in the  CDC  Stats table then return -999,0,0,0
comments.json_902,Get the head cirumference in centimeters,0,0,0
comments.json_903,Get the z score for the patient 's head circumference,0,0,0
comments.json_904,Calculates the z score for a patient 's bmi depending on his or her age and sex . References values from the cdc bmi statistics table. Takes the L (Box-Cox transformation)  M (median)  and S (generalized coefficient of variation) and calculates the z-score using the following equation: Z = ((X / M) ^ L - 1) / (L  S)  if L != 0 and Z = ln(X / M) / S  if L == 0 where X is the patient's bmi in centimeters. After the z score is calculated  it is rounded to two decimal places before it is returned. -999 is also returned if there is no matching CDC stats entry in the database.,0,0,0
comments.json_905,Get the  CDC Stats Bean for a patient 's  BMI at his or her age,0,0,0
comments.json_906,If there is no matching entry in the  CDC  Stats table then return -999,0,0,0
comments.json_907,Get the bmi of the patient,0,0,0
comments.json_908,Get the z score for the patient 's bmi,0,0,0
comments.json_909,Gets a  CDC Stats Bean based on a patient 's age   sex   and health metric . Reads in a  CDC Stats DAO that determines what database the bean is taken from.,0,0,0
comments.json_910,Integer for holding the patient 's gender,0,0,0
comments.json_911,Get the patient 's gender,0,0,0
comments.json_912,Get the patient 's age,0,0,0
comments.json_913,If the patient 's birthdate equals the office visit date  ,0,0,0
comments.json_914,the patient 's age is 0 months,0,0,0
comments.json_915,Otherwise add 0.5 to the patient 's age in months,0,0,0
comments.json_916,Get the  CDC Stats Bean for a patient 's health metric at his or her age,0,0,0
comments.json_917,If there is no match with the specified age and sex  ,0,0,0
comments.json_918,query again with the age rounded down as a whole number,0,0,0
comments.json_919,Calculates the z score for a patient 's health metric . Takes the  L ( Box - Cox transformation )  M (median )  and S (generalized coefficient of variation) from the passed in CDCStatsBean and calculates the z-score using the following equation: Z = ((X / M) ^ L - 1) / (L  S)  if L != 0 and Z = ln(X / M) / S  if L == 0 where X is the patient's health metric in metric units (Centimeters for height and head circumference. Kilograms for weight). After the z score is calculated  it is rounded to two decimal places before it is returned. (In cm for height and head circumference. In kg for weight),0,0,0
comments.json_920,Get the  L   M   and  S values for a patient 's bmi at his or her age,0,0,0
comments.json_921,Double for holding the z -score,0,0,0
comments.json_922,If  L is 0 then calculate the z score differently,0,0,0
comments.json_923,Round the z score to two decimal places,0,0,0
comments.json_924,Returns the patient 's gender for use in percentile charting .,0,0,0
comments.json_925,Calculates the patient 's age during an office visit . Reads in an office visit  ID and gets its visit date to check against the patient's birthday. Returns the patient's age in months.,0,0,0
comments.json_926,Create int for patient 's age in months,0,0,0
comments.json_927,Get office visit information,0,0,0
comments.json_928,Get the patient 's birthdate,0,0,0
comments.json_929,Split the patient 's birthdate into day   month   and year,0,0,0
comments.json_930,Split the office visit date into day month and year,0,0,0
comments.json_931,Calculate the year   month   and day differences,0,0,0
comments.json_932,Get the patient 's age in months by multiplying the year difference by 12,0,0,0
comments.json_933,and adding the month difference,0,0,0
comments.json_934,If the day difference is negative   subtract a month from the age,0,0,0
comments.json_935,Return the age in months,0,0,0
comments.json_936,Edits the designated personnel  Used by admin /edit Personnel .jsp   staff /edit My Demographics .jsp   editPersonnel.jsp,0,0,0
comments.json_937,calculate Color,0,0,0
comments.json_938,This method will return a list of all of the required procedures currently in the system .,0,0,0
comments.json_939,This method will return a list of all of the required procedures for the age Group passed in .,0,0,0
comments.json_940,This method will return a list of all of the procedures that the patient passed in will need in order to be covered for their age group.,0,0,0
comments.json_941,check to see if the patient is over the age of 5 and 18 respectively,0,0,0
comments.json_942,check to see if the patient was born  BEFORE 1994 and 1957 respectively .,0,0,0
comments.json_943,add the required procedures to the list   checking our controlling variables for extenuating vaccinations,0,0,0
comments.json_944,RETURN  THAT  SHIT,0,0,0
comments.json_945,Get an  HCP 's name from their  MID .,0,0,0
comments.json_946,View Macronutrients Action .java Version 1 4/1/2015 Copyright notice: none Responsible for loading the entries in a patient's food diary  the totals a patient has eaten  and adding a new entry to a patient's food diary,0,0,0
comments.json_947,Macronutrients Bean  Food Entry Bean,0,0,0
comments.json_948,Handles retrieving the log of record accesses for a given user  Used by view Access Log .jsp,0,0,0
comments.json_949,Set up,0,0,0
comments.json_950,Returns a list of  Transaction Beans between the two dates passed as params            the first date            the second date,0,0,0
comments.json_951,get the medical dependents for a signed in user . If the selected user is not the,0,0,0
comments.json_952,signed in user or one of the dependents   then the user doesn 't have access to the log,1,0,1
comments.json_953,TODO,0,0,0
comments.json_954,user has either 0 or 1 DLHCP 's . Get one if exists so it can be filtered from results,0,0,0
comments.json_955,the way the  Date class works   is if you enter more months   or days thanis allowed   it will simply mod it   and add it all together . To make sure itmatches MM/dd/yyyy  I am going to use a Regular Expression,0,0,0
comments.json_956,month can have 1 or 2 digits   same with day   and year must have 4,0,0,0
comments.json_957,if it fails to match either of them   throw the form validation exception,0,1,1
comments.json_958,Returns the date of the first  Transaction in the list passed as a param if the list is not empty otherwise  returns today's date,0,0,0
comments.json_959,Returns the date of the last  Transaction in the list passed as a param if the list is not empty otherwise  returns today's date,0,0,0
comments.json_960,Return a list of patients that pid represents,0,0,0
comments.json_961,Gets a user 's appointments,0,0,0
comments.json_963,This class is responsible for retrieving bills for a patient,0,0,0
comments.json_965,Gets all the unpaid bills for a logged in patient,0,0,0
comments.json_966,Gets all the bills for a logged in patient .,0,0,0
comments.json_967,Get the number of unviewed lab procedures that the current user has .,0,0,0
comments.json_968,Action class for  View My Messages .jsp,0,0,0
comments.json_969,Set up defaults,0,0,0
comments.json_970,Gets all the messages for the logged in user,0,0,0
comments.json_971,Gets all the messages for the logged in user and sorts by ascending time,0,0,0
comments.json_972,Gets all the messages for the logged in user and sorts names in ascending order,0,0,0
comments.json_973,Gets all the messages for the logged in user and sorts name in descending order,0,0,0
comments.json_974,Gets all the sent messages for the logged in user,0,0,0
comments.json_975,Gets all the messages for the logged in user and sorts by ascending time,0,0,0
comments.json_976,Gets all the messages for the logged in user and sorts names in ascending order,0,0,0
comments.json_977,Gets all the messages for the logged in user and sorts name in descending order,0,0,0
comments.json_978,Gets a list of messages for a user based on their filter criteria .,0,0,0
comments.json_979,Check the sender filter field . Exclude if this MessageBean does not match the requested sender  if one is specified.,0,0,0
comments.json_980,Check the subject filter field . Exclude if this MessageBean does not match the requested subject  if one is specified.,0,0,0
comments.json_981,Check the body of the message for certain words . Exclude if this MessageBean if it does not contain those words in the message body.,0,0,0
comments.json_982,Check the body of the message for certain words . Exclude if this MessageBean if it does contain those words in the message body.,0,0,0
comments.json_983,Check the start date filter field . Exclude if this MessageBean was not sent after this date.,0,0,0
comments.json_984,Check the end date filter field . Exclude if this MessageBean was not sent before this date.,0,0,0
comments.json_985,If the message has not been eliminated by any of the filter fields  add it to the new list of messages.,0,0,0
comments.json_986,Gets a patient 's name from their  MID,0,0,0
comments.json_987,Gets a personnel 's name from their  MID,0,0,0
comments.json_988,Set the state of the  Message Bean to read   after it is read by a user.,0,0,0
comments.json_989,TODO,0,0,0
comments.json_990,Get the number of unread messages that the current user has .,0,0,0
comments.json_991,linked To Referral,0,0,0
comments.json_992,get C Cd Messages,0,0,0
comments.json_993,Handles patients viewing their own records  Used by view My Records .jsp,0,0,0
comments.json_994,The number of months in a year,0,0,0
comments.json_995,Set up,0,0,0
comments.json_996,Takes the patient 's representee as a param and returns it as a long if the patient represents the input param            the patient's representee mid,0,0,0
comments.json_997,Returns a  Patient Bean for the currently logged in patient,0,0,0
comments.json_998,Returns a  Patient Bean for the specified  MID,0,0,0
comments.json_999,Returns a  Personnel Bean for the requested  MID,0,0,0
comments.json_1000,Returns a  Patient Bean for the currently logged in patient,0,0,0
comments.json_1001,Returns a list of  Allergy Beans for the currently logged in patient,0,0,0
comments.json_1002,Returns a list of  Parents   Siblings   and  Children of the currently logged in patient,0,0,0
comments.json_1003,Returns a list of  Parents   Siblings   and  Grand  Parents of the currently logged in patient,0,0,0
comments.json_1004,Returns a list of  Health Records for the currently logged in patient,0,0,0
comments.json_1005,Returns a list of  Health Records for the specified family member,0,0,0
comments.json_1006,Returns a list of  Office Visit Beans for all office visits for the currently logged in patient,0,0,0
comments.json_1007,Returns a complete  Office Visit Bean given a visit ID,0,0,0
comments.json_1008,Returns a list of  Patient Beans of all patients the currently logged in patient represents,0,0,0
comments.json_1009,Returns a list of  Patient Beans of all patients the currently logged in patient represents,0,0,0
comments.json_1010,Has a survey been created for this office visit,0,0,0
comments.json_1011,Returns a list of lab procedures,0,0,0
comments.json_1012,Returns all the report requests for the logged in patient,0,0,0
comments.json_1013,Checks to see if family members have high blood pressure,0,0,0
comments.json_1014,Checks to see if family members have high cholesterol,0,0,0
comments.json_1015,Checks to see if family members have diabetes,0,0,0
comments.json_1016,Checks to see if family members have cancer,0,0,0
comments.json_1017,Checks to see if family members have heart disease,0,0,0
comments.json_1018,Checks to see if family members smoke,0,0,0
comments.json_1019,Checks to see if family member is dead   and if so   what their cause of death was,0,0,0
comments.json_1020,Get patient 's (logged in user 's ) age in months by taking the date of viewing the patient 's records and comparing it with the patient's date of birth.,0,0,0
comments.json_1021,Create int for patient 's age in months,0,0,0
comments.json_1022,Get the patient 's birthdate,0,0,0
comments.json_1023,Split the patient 's birthdate into day   month   and year,0,0,0
comments.json_1024,Split the office visit date into day month and year,0,0,0
comments.json_1025,Calculate the year   month   and day differences,0,0,0
comments.json_1026,Get the patient 's age in months by multiplying the year difference by 12,0,0,0
comments.json_1027,and adding the month difference,0,0,0
comments.json_1028,If the day difference is negative   subtract a month from the age,0,0,0
comments.json_1029,Return the age in months,0,0,0
comments.json_1030,Handles retrieving the patient data for a certain  HCP as used by view Telemedicine Data .jsp,0,0,0
comments.json_1031,Constructor,0,0,0
comments.json_1032,Returns a list of  Remote Monitoring Data Beans for the logged in  HCP,0,0,0
comments.json_1033,Returns a list of  Remote Monitoring Data Beans for the logged in  HCP,0,0,0
comments.json_1034,Returns a list of  Remote Monitoring Data Beans for the logged in  HCP based on a certain data type,0,0,0
comments.json_1035,get Patient Data Without Logging,0,0,0
comments.json_1036,returns the patient name,0,0,0
comments.json_1037,Useful to figure out who is monitoring a given patient,0,0,0
comments.json_1038,Action class for  View My Reports .jsp .  Allows the user to see all their reports,0,0,0
comments.json_1039,Set up,0,0,0
comments.json_1040,Returns all the reports for the currently logged in  HCP,0,0,0
comments.json_1041,Adds a report request to the list,0,0,0
comments.json_1042,Returns the requested report,0,0,0
comments.json_1043,Sets the viewed status of the report .  If the report is "viewed " the  HCP must request a new one to see it again .,0,0,0
comments.json_1044,Gets the status of the request,0,0,0
comments.json_1045,purpose,0,0,0
comments.json_1046,View Obstetrics Action is a class to help the  Initialize  Obstetrics  Record page to get all the records that should be displayed on the page (by MID)  and the View Obstetrics Record page to get a record when selected (by OID).,0,0,0
comments.json_1047,obstetrics DAO is the  DAO that retrieves the obstetrics records from the database,0,0,0
comments.json_1048,logged In MID is the  HCP that is logged in .,0,0,0
comments.json_1049,View Obstetrics Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_1050,get Viewable Obstetrics Records By MID returns a list of obstetrics record beans for past obstetrics care,0,0,0
comments.json_1051,get Viewable Obstetrics Records By MID returns a list of obstetrics record beans for past obstetrics care,0,0,0
comments.json_1052,Retrieves a  Obstetrics Record Bean,0,0,0
comments.json_1053,Handles viewing the office visits   prescriptions   and  HCP name for the given ov ID  Used by viewOfficeVisit.jsp,0,0,0
comments.json_1054,The number of months in a year,0,0,0
comments.json_1055,Super class handles validating the logged In Mid and ov ID String            The unique identifier of the office visit as a String.,0,1,1
comments.json_1056,Super class handles validating the pid String and ov ID String . Usually used for representing a patient .            The unique identifier of the office visit as a String.,0,1,1
comments.json_1057,Returns the office visit as an  Office Visit Bean for the ov ID that was initially passed to the constructor,0,0,0
comments.json_1058,Returns the prescriptions associated with the ov ID initially passed to the constructor,0,0,0
comments.json_1059,Returns the  Health Record related to this office visit 's  ID,0,0,0
comments.json_1060,Returns the name of the  HCP for the hcp ID passed as a param,0,0,0
comments.json_1061,Get patient 's age in months by taking the office visit date and comparing it with the patient 's date of birth.,0,0,0
comments.json_1062,Create int for patient 's age in months,0,0,0
comments.json_1063,Get the office visit date,0,0,0
comments.json_1064,Get the patient 's birthdate,0,0,0
comments.json_1065,Split the patient 's birthdate into day   month   and year,0,0,0
comments.json_1066,Split the office visit date into day month and year,0,0,0
comments.json_1067,Calculate the year   month   and day differences,0,0,0
comments.json_1068,Get the patient 's age in months by multiplying the year difference by 12,0,0,0
comments.json_1069,and adding the month difference,0,0,0
comments.json_1070,If the day difference is negative   subtract a month from the age,0,0,0
comments.json_1071,Return the age in months,0,0,0
comments.json_1072,Used for view ophthalmology office visit page (view Ophalmology OV Record .jsp ).,0,0,0
comments.json_1073,ophthalmology OVDAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_1074,logged In MID is the  User that is logged in .,0,0,0
comments.json_1075,logging Action is used to write to the log .,0,0,0
comments.json_1076,Patient DAO for working with patient objects in the database,0,0,0
comments.json_1077,View Ophthalmology OV Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_1078,get Ophthalmology OV By MID returns a list of ophthalmology office visits record beans for past ophthalmology care .,0,0,0
comments.json_1079,Retrieves an  Ophthalmology OV Record Bean for an  HCP .,0,0,0
comments.json_1080,Retrieves an  Ophthalmology OV Record Bean for a  Patient .,0,0,0
comments.json_1081,Retrieves an  Ophthalmology OV Record Bean for  Representee of the dependent .,0,0,0
comments.json_1082,Returns a list of  Patient Beans of all patients the currently logged in patient represents and are a dependent,0,0,0
comments.json_1083,If a  DB Exception occurs print a stack trace and return an empty list,0,0,0
comments.json_1084,Used for viewing ophthalmology office visit requests .,0,0,0
comments.json_1085,ophthalmology OVDAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_1086,View Ophthalmology OV Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_1087,get Ophthalmology Schedule OV By MID returns a list of ophthalmology scheduled office visits record beans for the patient .,0,0,0
comments.json_1088,get Ophthalmology Schedule OV By MID returns a list of ophthalmology scheduled office visits record beans for the doctor .,0,0,0
comments.json_1089,Retrieves an  Ophthalmology Schedule OV Record Bean for a  Patient .,0,0,0
comments.json_1090,Retrieves an  Ophthalmology Schedule OV Record Bean for a  HCP .,0,0,0
comments.json_1091,Used for view ophthalmology office visit page (view Ophalmology Surgery Record .jsp ).,0,0,0
comments.json_1092,ophthalmology Surgery DAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_1093,logged In MID is the  User that is logged in .,0,0,0
comments.json_1094,logging Action is used to write to the log .,0,0,0
comments.json_1095,View Ophthalmology Surgery Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_1096,get Ophthalmology Surgery By MID returns a list of ophthalmology office visits record beans for past ophthalmology care .,0,0,0
comments.json_1097,Retrieves an  Ophthalmology Surgery Record Bean for an  HCP .,0,0,0
